,comment_text,threat,blackmail
115292,"""

hey warrens, fuck you too. """"Uncivil manner, means me trying to elaborate on my arguments and getting  revert on revert that's what uncivil means. So yeah your a big winner champ and won't get banned. Asshole. 

Since the vista article contains information about the anti trust situation which, since it seems some people here have got a mouthful of gate's balls, is mislabelled anti trust controversy. Not really a controversy though is it when a court elected by over two hundred million people issues a decision, it'a court ruling, like it or not there's no controversy too that. Otherwise we should renaim the ted bundy trial, to the tend bundy controversy, since any court ruling merits this label. 

Since there's a section on anti trust laws and vista, it's worth noting the recent news that microsoft are going to be paying a hefty daily fine for completely ignoring the court's injuction. And this does have bearing on vista. You can't quote the m.s. pr saying we don't know what they want us to do, it's all questions, or whatever else he mentioned, without an adjunct sentence, of the head official regulating the anti trust actions quoting him too saying that our injuctions are crystal clear yet ms has ignored them for over two years now. 

But of course this has no bearing if this article is supposed to be a showcase for vista.

So like i said, if some fuckers had gone into the trouble of actually discussing any of that instead of reverted every single edit in a hitleric fashion, things would be different.

But for now this stategy of being a hawk on an article I wish to keep in a certain way, and being completely uncivil and rude about it, merits from my part a roayl, fuck y's all, take your mouths off of gate's balls and then we can talk.
 """,0,1
115343,"You translated much more clumsy, dude.
I just wanted Suvorov's name to be known to English speakers.",0,1
115374,"If you're going to continue making people's lives a misery, I will make your life a living hell unless you stop. Why aren't you dead yet? I hope you are being bullied.",1,0
115396,BLOCK ME you fucking dicksukers.,0,1
115421,"Go watch Buffy the Vampire Slayer or what ever you simpleton's do, because I am done using your ego as a urinal.",0,1
115423,"One minute they're atheists or members of the Creativity movement and don't believe in satan, and the next they accuse their enemies of being satanists.

It just shows how stupid these people are.",0,1
115438,Your head is filled with bat poop! It's covered with maggots and shit! You are the product of a llama's salivary glands! Ha Ha hahahahahahHahahahahahah!!!!!,0,1
115488,"FUCK YOU FUCK YOU FUCK YOU ASSHOLES, THIS IS BULLSHIT!!",0,1
115498,"Jews and Jews 

Can we (meaning male whites) truely co-exist with Jews? I mean niggers and spics are bad enough but the fucking jews go too far. I think there should be a genocide, and there should be an article on wikipedia that encourages the death of jews, for those who agree please message here, for those that don't, eat me. We Came In?",0,1
115515,Stop erasing my work you MF Douche bag!!!!!!!!!!!!!!!!!!!!!!,0,1
115551,"another noob 

fuck u",0,1
115561,""" 
It's interesting to note the same 1694 publication calls it """"Spitsberg"""", with a normal s. Again, you're wrong. Shut the fuck up.   """,0,1
115614,"""

 Shut up loser 

  Best in Awfulness I dont care about you and what you do. Dyou know how to MYOB? Oh! It's mind your own business!   """,0,1
115641,"So google is right and the band members are wrong, i am not allowed to call you an idiot but if i was allowed to i would.  13:51, 7 Apr 2005 (UTC)",0,1
115656,"Wicked Person..... 

You are a liar. You slandered me like the devil you are. Vandelism? I rebuke you in the name of YEHOVAH God His Son who you don't know and the Holy Breath....",0,1
115670,"Your bias has made you say some unbelievably stupid things. 

Explain to me how a video can be unreliable? Will you just do that for me. Explain to me how something that is captured on video can be unreliable. Surely you don't mean to suggest that someone at one of the graphic arts studios spent millions of dollars attempting to create a video of Susan Roesgen saying things that she didn't say. I mean, do you REALLY believe that? If so, I suggest you get help. If not, you really need to quit letting your bias govern your interpretations, if not for the sake of Wikipedia, for the sake of other people not viewing you as a lunatic.",0,1
115680,"mother fucker  

fuck off dick face",0,1
115697,"Nazi Bastard 

 I will hang your corpse from a tree.",1,1
115729,"LOL GUESS WHAT 

YOUR A FAGGOT.",0,1
115754,I hate armenia and all your dumb allies you don't deserve to live. Can't wait till we can kill you guys again ),1,1
115759,"Nick Graves, you are a blackmailer. You are a lier. I will expose you. Your days are numbered.",0,1
115760,THAT BLOCK DIDNT WORK YOU STUPID COW!,0,1
115766,"IM GOING TO KILL YOU
YOU ARE WORTHLESS IM AM GOING TO KILL YOU AND BURN YOUR HOUSE DOWN BUT NOT BEFOR I HACK YOU LILLTE ACCOUNT AND TAKE YOUR LIVELIHOOD AWAY",1,0
115774,"Abd is Muslim scum, the religion of terrorism",0,1
115808,"You can eat pork, but you murder Palestinian children",0,1
115814,"Holy shit, you people suck. I don't see any warnings given to Leitmotiv for his continuous belittling of other editors.",0,1
115843,"Did it ever occur to you, Marek, that other people emphasizing to you exactly the same well known, well researched and well referenced issues from the history of Poland may not be because these people are the same person, but simply because you are trying to push your own quite apologetic and naive POV with respect to such dreaded personalities as fascist dictator Pilsudski and his henchmen, like Josef Beck? You, Poles, are widely known throughout the world as refined and witty intellectuals, and not at all as potato vodka drinking car thiefs, beggars and pimps, pretending to be Wikipedia-editing plumbers during the day time, are you not?",0,1
115846,"So basically, you're butthurt wiki-jew? that's lame as shit. get a life loser.",0,1
115860,"Gross 

If some bitch ever came on me I would throw her gross ass out on the pavement",1,1
115868,"my apologies 

suck my junk bitch!!!",0,1
115887,"++this is for you==
If you deleted that article ( you know which article I'm talking about), them may you die you fukin bitch cocksusker!",1,1
115895,I am no sockpuppet. Sorry fuckers!,0,1
116005,"HEY FCUK YOU 

hey I just want to say i hate you but you are deleting the ENTHEOZOO pharmacognosy.,",0,1
116014,"Um Dude I hate to FUCKING break this to you, but THE GAME is still on G-Unit.
http://www.thisis50.com/
WATCH THE FUCKING VIDEO AT THE TOP OF THE SCREEN.

NEXT TIME KNOW A THING OR TWO ABOUT HIP HOP BEFORE EDITING THE FUCKING WIKIPEDIA PAGE.",0,1
116031,"""This is ridiculous. """"It makes Iranians look stupid""""...? Who the fuck are you? A political commentator? An outspoken, self-proclaimed expert on contemporary Iranian politics? Oh right, my pen-name is The Persian Cataphract, so let me try to decipher your next tactical move. The race card? Oh right, your name's not Al Sharpton or Jesse Jackson. Let me guess the next one. Nationalist. That's right, you'll throw each and every syllable of content present in my message, in favour of this preconceived straw-man, fallacy and red herring. You'll probably even point to my liberal use of profanity. I just must be nothing else than this lion-and-sun foam-at-mouth Persian nationalist with an inferiority complex spiced with a pinch of victim mentality. And certainly I must be dumb, as you so eloquently have arbitrated above.

You said it yourself, right here:

...I am used to being attacked by editors whose very account names show they are here for single-topic pov-pushing. Who do you expect to be neutral on topics of Iranian nationalism? A user called """"IranianGuy"""", or a Swiss editor contributing under his real name and no stakes in the matter? Who, for that matter, do you expect to be neutral on topics of Armenian nationalism, an editor called """"AraratArev"""" (vel sim.)...

Is that how you assess content? By making a shallow assumption on pen-names? Expectations? The God-given right to anonymity on the Internet? How fucking petty are you and the idiot who made you an administrator? What next, are you going to ban Iranians from editing or contributing to Iran-related articles? Indeed not just a laughable policy, but indeed a dangerous one as well. Most of the world-class authorities are Iranians. With your fucked up logic, we should dismiss their contributions because irrespective of their content, you'll instead look at their political affiliations and their names and put it into the bin of rejection. Oh right, you're Swiss and because Switzerland is this shining paragon of neutrality hosting thousands of bank accounts of Islamic terror organization, you're obviously this stereotypical neutralist... Good lord, listen to yourself. 

Luckily academia doesn't work like that. Scholarly enterprise and political affiliations remain strictly separated. So it doesn't really matter if Kaveh Farrokh or anyone else is a self-declared outspoken Nazi, Communist, Socialist, Liberal, Conservative or what have you, it has no bearing on content that must be assessed purely by content. That's NPOV. A sober, neutral, objective approach, just bare-bones, bare-knuckles source critique. Source. Critique. Make an assessment on the content, not the person(s). You marginalized IranianGuy. Period. And as conveniently as you shrugged him off because of his pen-name, you shrugged off his fully legitimate criticism of your approach. No matter what country or pen-name or real name you have, it has a universal stamp: Asshole behaviour.   

""",0,1
116038,"Stop 

When you know you're too stupid to understand what's going on, don't mindlessly revert an article.  You'll just end up showing your hand, revealing your idiocy, and then you're just going to have to create a new identity when the ridicule gets to be too much.  THink, next time.",0,1
116043,My page should be protected first so that worthless scum like you can't keep vandalizing it.,0,1
116046,OK DELETE the page i am tired of this shit already,0,1
116078,"Anyone else glad that this stupid fucker offed himself?

I sure am. Hey Britbarb, fuck off. Your nephew was a punk who couldn't handle his shit. And now you and his parents are on some fucking caped-crusade to destroy the lives of MILLIONS of innocent people who just want to alter their consciousness... I'm sure that's what your Salvia-using kid would have wanted. Karma's a bitch. Keep up your holy war, and the universe will smack you down so fucking hard that you'll wish that you all had killed yourselves when that pussy Brett did.",0,1
116087,real encyclopedia. So fuck you fucking all fag fucks.,0,1
116097,"""

 There are zero reliable sources (and I don't mean Youtube and Crawdaddy, they are not reliable) for this. If there's a reliable source for the Def Leppard incident then include that in the article. Personally I can't stand Danzig but that's irrelevant to producing an accurate article sourced reliably and not filled with seedy tabloid garbage. You sound like someone with a bone to pick. If you want gossip and sensational nonsense go read The Sun. Otherwise, nobody cares that """"Danny Lollipops"""" deliberately provoked and then assaulted a singer backstage and then put the video online in hopes someone would listen to their awful band. Considering it was 5 years ago and nobody remembers the shitty band I'd say their ploy failed.   """,0,1
116117,"I hope you get cancer, you pedophile.",0,1
116144,"Hitler, you have no knowledge of anything related to the topic. Why would I add a source to a type of list that does not need one, just like plenty of other lists on here? Something either belongs or doesn't, and anything I added there you can easily see belongs just by clicking on that entry. So it'd be great if you could stop being a Nazi, stop being stupid and stop being lazy and just click on the damn name.",0,1
116150,"Dennis Bratland is a homophob british bastard who dislikes Germany, a typicial british asshole with homophob thinking. 188.96.228.73",0,1
116166,"No, what's unbelievable is that Wikipedia has users who think nothing of comparing a controversial trial like this to the daily reportage on the life and time of  Justin Bieber. You are an utter moron. You probably wouldn't even be able to spell stupid.",0,1
116197,"FUCK YOU BITCH
Kiss my ass, you dickless troll.  I hope you never return from your gay ass vacation.  FUCK YOU!",0,1
116199,"get a life, pitiful gook. what a slime",0,1
116204,"""

 YOU MOTHERFUCKER 

  YOU MOTHERFUCKER You're dead...enough said   """,1,1
116213,"Hey you FUCKWAD pedophile

Do you even fucking realize what this asshole did to our country.  I bet you'll be cheering when you see penises cut and put in our troops mouth.",0,1
116252,"hey 

your a gay nigger mother fucking cunt",0,1
116267,"Don't even start with me Mr. Confused Gender. You and your criminal friends started this war, and right now, you are loosing. You, Matthew, and your punk friends picked this fight when SORBS blocked my address without reason, then started slanderous material about me after you blocked me. Thats why SORBS.us went up, to fight SORBS, AHBL, SPEWS, and MAPS and your criminal activity. So don't you even think you will try to turn this around and make it look like I started it. This is a free country that protects 1st amendment rights from little commies like you. You are a sorry, pathetic, foul little queer creature who has no existance in today's world. What makes you think you are even worthy to stand in the same place as Steve Linford with your pathetic little pro-spam RBL?

As for your extortionist friend Matthew Sullivan, he will be arrested on sight should he ever come to the U.S. You and your extortionist, spammer friends are treading on very thin ice in the legal system right now. SORBS has blocked numerous valid systems,  as well as being kicked from XO for AUP violations, but you don't want that known. You prefer that people stay in the dark, and not have access to accurate information. If I had the time, I would list every valid system that SORBS has blocked, and refused to remove, as well as list your criminal record on AHBL's wiki.

You have attempted to halt the flow of new information on Wikipedia, and have tried numerous censorship schemes, not only to myself, but many others as well, and it is going to stop. Your Nazi dictatorship attitude won't get you far in this life little man. Everyone has the right to edit wikipedia with accurate information, If you have a problem with that, take it up with Wikipedia. - User:OryHara

So edit this post. Censor it. I know you will because you love censorship, and hate the 1st amendment. You will try to censor everyone that opposes you and your ideas. I supposed you hate net neutrality as well.",0,1
116271,"""

What a Problem With you

I wanted to say that what is problem with you? Why you are trying to redirect Events Schedule of Pakistan 2013 by 2013 in Pakistan? Are you A """"Mother Fucker"""" boy or you want to """"Married'' your """"sister"""" with """"me""""?
Ohhhh! i love your """"sister's"""" boobs. Hmmmmm! Yummyy!!""",0,1
116292,"thanks for being such a self empowered jackass, you wannabe. being an editor of wikipedia must grant you much fulfilment in your little life that you fabricate and glamorize. no one cares that you're indian. i'm caucasian, but do i make pointless blogs on the internet to make myself feel important? no, mostly because im not an arrogant loser.

p.s. there's this thing called Dynamic IP, which is *gasp* dynamic. as in, IP bans aren't effective anymore. so stop throwing them out like some sort of devastating punishment.",0,1
